title,developer,publisher,genres,category,overallAvgRating,reviewCount,finalAmount,baseAmount,discountPercentage,isDiscounted,isFree,globalReleaseDate,isGame,main_genre,release_year
Tunnel of Doom,Antti Vaihia,Digerati Distribution,"['Action', 'Adventure', 'Roguelike']",Action,3.6,5,2.89,11.59,75,True,False,1637618400.0,True,Action,2021.0
Thymesia - Original Soundtrack,OverBorder Studio,Team17 Digital LTD.,"['Action', 'Adventure', 'Fantasy']",Action,5.0,1,0.99,4.99,80,True,False,1660770000.0,True,Action,2022.0
Age of Wonders: Planetfall - Star Kings,Triumph Studios,Paradox Interactive,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,4.2,4,7.49,14.99,50,True,False,1604959200.0,True,Strategy,2020.0
Turbo Overkill Demo,Trigger Happy Interactive,Apogee Entertainment,"['Shooter', 'FPP', 'Sci-fi']",Shooter,3.4,5,0.0,0.0,0,False,True,1650574800.0,True,Shooter,2022.0
Pine,Twirlbound,Kongregate,"['Action', 'Adventure', 'Open World']",Action,3.2,49,20.99,20.99,0,False,False,1570654800.0,True,Action,2019.0
Starpoint Gemini Warlords - Endpoint,Little Green Men Games,Little Green Men Games,"['Role-playing', 'Simulation', 'Sci-fi']",Role-playing,3.0,1,6.99,6.99,0,False,False,1533762000.0,True,Role-playing,2018.0
Lost Eden,Cryo Interactive,Interplay,"['Adventure', 'Point-and-click', 'Sci-fi']",Adventure,4.4,36,7.29,9.19,21,True,False,788911200.0,True,Adventure,1994.0
Eris Dysnomia,Above a Damage Tile,Kagura Games,"['Adventure', 'Action', 'Platformer']",Adventure,3.5,4,10.29,12.79,20,True,False,1692392400.0,True,Adventure,2023.0
The Legend of Heroes: Trails of Cold Steel II - All Arcus Covers,Nihon Falcom Corporation,XSEED Games,"['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,1.0,1,4.79,11.99,60,True,False,1518559200.0,True,Role-playing,2018.0
There Is No Light,Zelart,HypeTrain Digital,"['Action', 'Adventure', 'Fantasy']",Action,3.5,5,10.0,24.99,60,True,False,1663534800.0,True,Action,2022.0
Howl,Mi'pu'mi Games GmbH,astragon Entertainment,"['Adventure', 'Strategy', 'Fantasy']",Adventure,3.5,2,4.99,9.99,50,True,False,1699912800.0,True,Adventure,2023.0
Starmancer,Ominux Games,Chucklefish,"['Simulation', 'Strategy', 'Sci-fi']",Simulation,3.3,4,16.79,16.79,0,False,False,1628110800.0,True,Simulation,2021.0
Being a DIK: Season 1 & 2 + Guide Bundle,Dr PinkCake,Dr PinkCake,"['Role-playing', 'Visual Novel', 'Narrative']",Role-playing,4.0,21,25.19,34.49,27,True,False,1639087200.0,True,Role-playing,2021.0
Kingdom Two Crowns: Norse Lands,"StumpySquid, Fury Studios",Raw Fury,"['Strategy', 'Adventure', 'Fantasy']",Strategy,2.8,4,4.89,6.99,30,True,False,1637013600.0,True,Strategy,2021.0
Cathedral OST,Decemberborn Interactive,Decemberborn Interactive,"['Action', 'Adventure', 'Fantasy']",Action,2.0,1,0.69,3.29,79,True,False,1591563600.0,True,Action,2020.0
Slipways,Beetlewing,Beetlewing,"['Strategy', 'Turn-based', 'Puzzle']",Strategy,4.2,32,7.49,14.99,50,True,False,1622667600.0,True,Strategy,2021.0
Crystal Caves HD,Emberheart Games,Apogee Entertainment,"['Action', 'Puzzle', 'Platformer']",Action,4.6,34,1.99,6.59,70,True,False,1602709200.0,True,Action,2020.0
Slave's Sword 2,Circle Poison,Kagura Games,"['Role-playing', 'Adventure', 'JRPG']",Role-playing,3.9,2,5.69,12.49,54,True,False,1550786400.0,True,Role-playing,2019.0
CONVERGENCE: A League of Legends Story™,Double Stallion,Riot Forge,"['Action', 'Adventure', 'Platformer']",Action,3.7,2,15.0,29.99,50,True,False,1684789200.0,True,Action,2023.0
Sonority Demo,Hanging Gardens Interactive,Application Systems Heidelberg,"['Adventure', 'Puzzle', 'Fantasy']",Adventure,3.3,2,0.0,0.0,0,False,True,1653426000.0,True,Adventure,2022.0
Enclave - Digital Deluxe Version,Starbreeze Studios,TopWare Interactive,"['Action', 'Adventure', 'Fantasy']",Action,4.3,4,5.99,14.99,60,True,False,1027026000.0,True,Action,2002.0
Chained Echoes,Matthias Linda,Deck13,"['Role-playing', 'Turn-based', '']",Role-playing,4.3,74,13.79,24.99,45,True,False,1670450400.0,True,Role-playing,2022.0
Kingdoms and Castles,Lion Shield,Lion Shield,"['Strategy', 'Building', 'Fantasy']",Strategy,3.9,112,8.29,12.49,34,True,False,1500498000.0,True,Strategy,2017.0
Hedon Bloodrite,Zan_HedonDev,Zan_HedonDev,"['Action', 'FPP', 'Fantasy']",Action,4.3,63,11.59,16.49,30,True,False,1557954000.0,True,Action,2019.0
Worms Ultimate Mayhem - Deluxe Edition,Team17 Digital Ltd.,Team17 Digital LTD.,"['Strategy', 'Turn-based', 'Fighting']",Strategy,4.4,17,3.09,15.29,80,True,False,1317157200.0,True,Strategy,2011.0
Blasphemous,The Game Kitchen,Team17 Digital LTD.,"['Action', 'Metroidvania', 'Fantasy']",Action,4.3,315,6.29,24.99,75,True,False,1568062800.0,True,Action,2019.0
Citadelum,Abylight Barcelona,Abylight Studios,"['Simulation', 'Strategy', 'Historical']",Simulation,4.3,36,18.79,24.99,25,True,False,1729112400.0,True,Simulation,2024.0
Banquet for Fools,Hannah and Joseph Games,Hannah and Joseph Games,"['Adventure', 'Action', 'Fantasy']",Adventure,4.7,6,15.59,19.5,20,True,False,1727643600.0,True,Adventure,2024.0
"Northgard - Hafgufa, Clan of the Turtle",Shiro Games,Shiro Games,"['Strategy', 'Real-time', 'Managerial']",Strategy,4.3,1,3.59,4.49,20,True,False,1733954400.0,True,Strategy,2024.0
Tesla vs Lovecraft: For Science!,10tons,10tons,"['Shooter', 'Action', 'Fantasy']",Shooter,4.0,9,4.99,4.99,0,False,False,1516917600.0,True,Shooter,2018.0
Jusant,DON'T NOD,DON'T NOD,"['Adventure', 'Action', 'Platformer']",Adventure,4.3,15,11.29,24.99,55,True,False,1698703200.0,True,Adventure,2023.0
Rogue Wizards,Spellbind Studios,Spellbind Studios,"['Role-playing', 'Turn-based', 'Roguelike']",Role-playing,3.6,6,13.69,13.69,0,False,False,1474923600.0,True,Role-playing,2016.0
Explorer of Yggdrasil,Black Train,Kagura Games,"['Role-playing', 'Adventure', 'JRPG']",Role-playing,3.6,2,11.79,16.79,30,True,False,1615586400.0,True,Role-playing,2021.0
D&D Classics,"Westwood Associates, Strategic Simulations, Stormfront Studios, DreamForge Intertainment, MicroMagic, Cyberlore Studios, Lion Entertainment, Silicon Knights, Cybertech",SNEG,"['Role-playing', 'Adventure', 'Fantasy']",Role-playing,3.4,4,41.89,52.31,20,True,False,1679864400.0,True,Role-playing,2023.0
Sonority,Hanging Gardens Interactive,Application Systems Heidelberg,"['Adventure', 'Puzzle']",Adventure,4.0,5,10.09,16.79,40,True,False,1653426000.0,True,Adventure,2022.0
The Talos Principle 2,Croteam,Devolver Digital,"['Action', 'Puzzle', 'Sci-fi']",Action,4.6,58,14.49,28.99,50,True,False,1698876000.0,True,Action,2023.0
SHEEPO,Kyle Thompson,Top Hat Studios Inc,"['Action', 'Metroidvania', 'Platformer']",Action,4.1,10,3.29,8.19,60,True,False,1598389200.0,True,Action,2020.0
Commander Keen Complete Pack,id Software,id Software,"['Action', 'Adventure', 'Platformer']",Action,4.2,49,1.99,4.99,60,True,False,661125600.0,True,Action,1990.0
EXAPUNKS,Zachtronics,Zachtronics,"['Simulation', 'Puzzle', 'Programming']",Simulation,4.7,14,9.79,19.5,50,True,False,1540155600.0,True,Simulation,2018.0
IMMORTALITY,Half Mermaid,Half Mermaid,"['Adventure', 'Simulation', 'Hidden Object']",Adventure,4.0,16,10.09,16.79,40,True,False,1661806800.0,True,Adventure,2022.0
de Blob 2,"Blue Tongue Entertainment, Blitworks",THQ Nordic GmbH,"['Action', 'Adventure', 'Platformer']",Action,4.2,8,4.99,19.99,75,True,False,1498078800.0,True,Action,2017.0
TheTravelGame,Midori Games / みどりげーむず,MediBang Inc.,"['Adventure', 'Point-and-click', 'Horror']",Adventure,4.3,1,0.39,0.79,51,True,False,1661979600.0,True,Adventure,2022.0
1000xRESIST,sunset visitor,Fellow Traveller,"['Adventure', 'Puzzle', 'Narrative']",Adventure,4.5,32,14.69,19.5,25,True,False,1715202000.0,True,Adventure,2024.0
Succubus - Tight Armors,Madmind Studio,Madmind Studio,"['Action', 'Adventure']",Action,2.6,1,0.99,1.99,50,True,False,1637272800.0,True,Action,2021.0
Zombie Night Terror,NoClip,Good Shepherd Entertainment	,"['Strategy', 'Puzzle', 'Horror']",Strategy,4.3,62,1.19,11.89,90,True,False,1468962000.0,True,Strategy,2016.0
Spiritfarer®: Farewell Edition - OST,Thunder Lotus Games,Thunder Lotus Games,"['Simulation', 'Adventure', 'Platformer']",Simulation,5.0,1,8.19,8.19,0,False,False,1597698000.0,True,Simulation,2020.0
Beyond Shadowgate,"Zojoi LLC., GrahfMetal",Zojoi LLC.,"['Adventure', 'Point-and-click', 'Fantasy']",Adventure,4.5,20,17.49,17.49,0,False,False,1726693200.0,True,Adventure,2024.0
The Cave,Double Fine Productions,Double Fine Productions,"['Adventure', 'Puzzle', 'Platformer']",Adventure,4.1,16,2.59,12.99,80,True,False,1358978400.0,True,Adventure,2013.0
"Warhammer 40,000: Gladius - Drukhari",Proxy Studios,Slitherine Ltd.,"['Strategy', 'Turn-based', 'Tactical']",Strategy,4.4,4,11.09,14.79,25,True,False,1701295200.0,True,Strategy,2023.0
Terrain of Magical Expertise,NEO-C Productions L.L.C,Fulqrum Publishing,"['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,2.5,4,3.99,19.99,80,True,False,1631134800.0,True,Role-playing,2021.0
Steel Division 2 - Tribute to the Liberation of Italy,Eugen Systems,Eugen Systems,"['Strategy', 'Real-time', 'Historical']",Strategy,4.8,1,9.99,19.99,50,True,False,1643839200.0,True,Strategy,2022.0
Welcome to Elk,Triple Topping,Akupara Games,"['Adventure', 'Point-and-click', 'Mystery']",Adventure,3.2,1,5.0,12.49,60,True,False,1600290000.0,True,Adventure,2020.0
VA-11 Hall-A: Cyberpunk Bartender Action,Sukeban Games,Ysbryd Games,"['Simulation', 'Visual Novel', 'Sci-fi']",Simulation,4.4,58,9.19,13.69,33,True,False,1466456400.0,True,Simulation,2016.0
First Cut: Samurai Duel Soundtrack,Night Eyes Interactive,Night Eyes Interactive,"['Action', 'Combat', 'Historical']",Action,4.0,1,2.99,5.89,49,True,False,1707516000.0,True,Action,2024.0
Jack Move,So Romantic,HypeTrain Digital,"['Adventure', 'Role-playing', 'JRPG']",Adventure,4.4,6,5.99,19.99,70,True,False,1662584400.0,True,Adventure,2022.0
A.D. 2044,L.K. Avalon,L.K. Avalon,"['Adventure', 'FPP', 'Puzzle']",Adventure,2.2,45,2.79,5.49,49,True,False,842216400.0,True,Adventure,1996.0
Gravitar: Recharged,Adamvision Studios,Atari,"['Action', 'Arcade', '']",Action,4.8,3,2.89,8.19,65,True,False,1654117200.0,True,Action,2022.0
Orwell,Osmotic Studios,Daedalic Entertainment,"['Simulation', 'Puzzle', 'Detective-mystery']",Simulation,3.9,72,2.29,9.19,75,True,False,1477602000.0,True,Simulation,2016.0
R-Type Final 2 - Digital Deluxe Edition,Granzella Inc.,"NIS America, Inc.","['Action', 'Arcade', '']",Action,2.9,3,32.39,64.79,50,True,False,1619730000.0,True,Action,2021.0
Dead in Vinland – The Vallhund,Ishtar Games,Ishtar Games,"['Adventure', 'Simulation', 'Survival']",Adventure,4.0,3,0.99,1.99,50,True,False,1537304400.0,True,Adventure,2018.0
Outerverse,Tbjbu2,indie.io,"['Action', 'Adventure', '']",Action,2.9,2,3.99,19.99,80,True,False,1661720400.0,True,Action,2022.0
Endling - Extinction is Forever,Herobeat Studios,HandyGames,"['Adventure', 'Simulation', '']",Adventure,3.6,13,29.99,29.99,0,False,False,1658178000.0,True,Adventure,2022.0
Rogue Trooper Redux,TickTock Games,Rebellion,"['Shooter', 'Action', 'Tactical']",Shooter,3.5,11,22.99,22.99,0,False,False,1508187600.0,True,Shooter,2017.0
Lamplight City,Grundislav Games,Application Systems Heidelberg,"['Adventure', 'Point-and-click', 'Detective-mystery']",Adventure,4.0,58,8.99,14.99,40,True,False,1536786000.0,True,Adventure,2018.0
Higurashi When They Cry Hou - Rei,07th Expansion,MangaGamer,"['Adventure', 'Visual Novel', 'Mystery']",Adventure,3.5,5,4.49,4.99,10,True,False,1654203600.0,True,Adventure,2022.0
Impostor Factory Soundtrack,Freebird Games,Freebird Games,"['Adventure', 'Role-playing', 'Mystery']",Adventure,3.0,1,3.99,3.99,0,False,False,1632949200.0,True,Adventure,2021.0
Machiavelli the Prince,Holistic Design Inc. ,Holistic Design Inc.,"['Strategy', 'Turn-based', 'Tactical']",Strategy,4.6,16,3.89,6.99,44,True,False,788911200.0,True,Strategy,1994.0
Faraday Protocol,Red Koi Box,Deck13,"['Adventure', 'Puzzle', 'Sci-fi']",Adventure,3.4,4,1.99,19.99,90,True,False,1628715600.0,True,Adventure,2021.0
The White Door,Rusty Lake,Second Maze,"['Adventure', 'Puzzle', 'Detective-mystery']",Adventure,4.2,21,3.29,3.29,0,False,False,1578520800.0,True,Adventure,2020.0
GRIS,Nomada Studio,Devolver Digital,"['Adventure', 'Puzzle', 'Platformer']",Adventure,4.5,298,2.99,14.79,80,True,False,1544652000.0,True,Adventure,2018.0
DISTRAINT 2,Jesse Makkonen,Jesse Makkonen,"['Adventure', 'Puzzle', 'Horror']",Adventure,4.5,32,0.89,8.79,90,True,False,1542060000.0,True,Adventure,2018.0
Booze Masters: Freezing Moonshine,Asmodev,Gaming Factory,"['Simulation', 'Building', '']",Simulation,3.9,2,10.39,14.79,30,True,False,1702418400.0,True,Simulation,2023.0
Project Hospital - Doctor Mode,Oxymoron Games,Oxymoron Games,"['Simulation', 'Strategy', 'Managerial']",Simulation,4.4,3,0.0,0.0,0,False,True,1574632800.0,True,Simulation,2019.0
Close Combat: Modern Tactics,Slitherine Ltd.,Slitherine Ltd.,"['Strategy', 'Real-time', 'Modern']",Strategy,3.2,5,6.29,24.99,75,True,False,1195077600.0,True,Strategy,2007.0
Sea Legends,Ocean Software,Ziggurat Interactive,"['Adventure', 'Role-playing', 'Naval']",Adventure,3.8,5,2.89,5.69,49,True,False,833490000.0,True,Adventure,1996.0
The Falconeer - Warrior Edition,Tomas Sala,Wired Productions,"['Action', 'Combat', 'Open World']",Action,3.3,1,9.0,29.99,70,True,False,1628110800.0,True,Action,2021.0
Buzz Aldrin's Space Program Manager,Polar Motion,Slitherine Ltd.,"['Simulation', 'Strategy', 'Managerial']",Simulation,3.0,10,5.59,27.99,80,True,False,1414706400.0,True,Simulation,2014.0
Dragonview,Infogrames Studios,Atari,"['Action', 'Role-playing', 'Fantasy']",Action,4.6,5,1.39,6.59,79,True,False,783640800.0,True,Action,1994.0
Eternal Strands,Yellow Brick Games,Yellow Brick Games,"['Adventure', 'Combat', 'Fantasy']",Adventure,3.8,10,20.0,39.99,50,True,False,1738015200.0,True,Adventure,2025.0
Recursive Ruin,Bit Rot,Iceberg Interactive,"['Adventure', 'FPP', 'Puzzle']",Adventure,3.9,9,4.79,13.99,66,True,False,1652821200.0,True,Adventure,2022.0
"Warhammer 40,000: Boltgun - Forges of Corruption Edition",Auroch Digital,Focus Entertainment,"['Shooter', 'Action', 'Sci-fi']",Shooter,4.0,1,14.99,24.98,40,True,False,1718658000.0,True,Shooter,2024.0
DYSMANTLE,10tons,10tons,"['Role-playing', 'Survival', 'Open World']",Role-playing,4.4,84,19.99,19.99,0,False,False,1604613600.0,True,Role-playing,2020.0
Men of War: Condemned Heroes,Fulqrum Publishing,Fulqrum Publishing,"['Action', 'Strategy', 'Historical']",Action,3.4,3,1.59,7.99,80,True,False,1334178000.0,True,Action,2012.0
DREDGE - Digital Deluxe Edition,Black Salt Games,Team17,"['Adventure', 'Role-playing', '']",Adventure,4.8,2,13.49,26.99,50,True,False,1723669200.0,True,Adventure,2024.0
Sin Slayers: Reign of The 8th,goonswarm,goonswarm,"['Role-playing', 'Adventure', 'Roguelike']",Role-playing,4.0,5,9.79,19.5,50,True,False,1732485600.0,True,Role-playing,2024.0
The Last Spell,Ishtar Games,"Nacon, The Arcade Crew","['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,4.7,262,10.0,24.99,60,True,False,1678312800.0,True,Role-playing,2023.0
Tower Escape,Final Screw,"Final Screw, IndieArk","['Strategy', 'Combat', 'Roguelike']",Strategy,4.8,3,4.29,7.79,45,True,False,1676412000.0,True,Strategy,2023.0
Strategic Command: World War I - Empires in Turmoil,Fury Software,Slitherine Ltd.,['Strategy'],Strategy,5.0,1,10.39,14.79,30,True,False,1700085600.0,True,Strategy,2023.0
Regiments - Winds of Change,Bird's Eye Games,MicroProse Software,"['Strategy', 'Combat', 'Tactical']",Strategy,4.8,5,10.89,12.79,15,True,False,1723755600.0,True,Strategy,2024.0
Monster Camp Character Pack - Colorful Campers,Beautiful Glitch,Beautiful Glitch,"['Simulation', 'Visual Novel', 'Comedy']",Simulation,3.0,1,2.59,3.99,35,True,False,1703109600.0,True,Simulation,2023.0
Chorus – The Elder Armor Skin Set,Deep Silver,Deep Silver,"['Action', 'Adventure', 'Sci-fi']",Action,3.3,1,0.99,3.99,75,True,False,1638482400.0,True,Action,2021.0
Dustborn (Original Game Soundtrack),Red Thread Games,Quantic Dream,"['Action', 'Adventure', '']",Action,2.1,3,9.75,9.75,0,False,False,1724187600.0,True,Action,2024.0
Dragon's Lair Trilogy,Digital Leisure Inc.,Digital Leisure Inc.,"['Action', 'Adventure', 'Fantasy']",Action,3.3,44,6.09,15.19,60,True,False,424818000.0,True,Action,1983.0
Kingdoms of Amalur: Re-Reckoning FATE Edition,"KAIKO, Big Huge Games",THQ Nordic GmbH,"['Role-playing', 'Action', 'Fantasy']",Role-playing,3.5,43,13.79,54.99,75,True,False,1599512400.0,True,Role-playing,2020.0
A Hat in Time - Nyakuza Metro,Gears for Breakfast,Gears for Breakfast,"['Action', 'Adventure', 'Platformer']",Action,3.2,9,3.99,3.99,0,False,False,1557435600.0,True,Action,2019.0
Star Explorers,Schmidt Workshops,Schmidt Workshops,"['Action', 'Adventure', '']",Action,3.8,8,3.49,4.99,30,True,False,1525813200.0,True,Action,2018.0
Kingdom Under Fire: The Crusaders Soundtrack,Blueside,Blueside BSV Holdings,"['Action', 'Strategy', 'Fantasy']",Action,3.4,2,0.0,0.0,0,False,True,1587589200.0,True,Action,2020.0
Hexplore,Doki Denki Studio,Ziggurat Interactive,"['Action', 'Role-playing', 'Fantasy']",Action,4.5,26,1.49,5.69,74,True,False,883605600.0,True,Action,1997.0
ATOM RPG - Supporter Pack,AtomTeam,AtomTeam,"['Role-playing', 'Turn-based', 'Sci-fi']",Role-playing,4.3,12,1.19,3.99,70,True,False,1561064400.0,True,Role-playing,2019.0
Buccaneer,Divide By Zero Software Inc.,SNEG,"['Action', 'Strategy', 'Naval']",Action,3.2,3,2.49,4.99,50,True,False,852069600.0,True,Action,1996.0
The Alliance Alive HD Remastered,FURYU Corporation,"NIS America, Inc.","['Adventure', 'Role-playing', 'JRPG']",Adventure,3.4,7,8.0,39.99,80,True,False,1579125600.0,True,Adventure,2020.0
The Outer Worlds: Murder on Eridanos,Obsidian Entertainment,Private Division,"['Action', 'Role-playing', 'Open World']",Action,4.2,6,5.99,14.99,60,True,False,1615932000.0,True,Action,2021.0
Siege of Avalon: Anthology,"Digital Tome, General Arcade, Steffen Nyeland",SNEG,"['Role-playing', 'Action', '']",Role-playing,4.1,38,3.29,8.19,60,True,False,1000674000.0,True,Role-playing,2001.0
Watch Over Christmas,Dionous Games,Dionous Games,"['Adventure', 'Point-and-click', 'Fantasy']",Adventure,4.1,3,6.83,16.99,60,True,False,1640037600.0,True,Adventure,2021.0
DragonStrike,"Westwood Associates, Strategic Simulations",SNEG,"['Role-playing', 'Adventure', 'Fantasy']",Role-playing,4.2,6,2.99,5.89,49,True,False,631144800.0,True,Role-playing,1989.0
Space Rangers: Quest,SNK-Games Ltd.,Fulqrum Publishing,"['Adventure', 'Role-playing', 'Sci-fi']",Adventure,2.8,7,1.49,9.99,85,True,False,1473022800.0,True,Adventure,2016.0
SimCity™ 3000 Unlimited,Maxis Software Inc.,Electronic Arts,"['Simulation', 'Building', 'Managerial']",Simulation,4.4,224,2.29,9.19,75,True,False,953330400.0,True,Simulation,2000.0
House of Lust,FrozenLettuce,Shady Corner Games,"['Action', 'Puzzle', 'Horror']",Action,2.0,2,9.49,11.79,20,True,False,1710885600.0,True,Action,2024.0
Indivisible,Lab Zero Games,505 Games,"['Action', 'Role-playing', 'Platformer']",Action,3.5,40,2.99,19.99,85,True,False,1570482000.0,True,Action,2019.0
Symphonia,Sunny Peak,Headup,"['Action', 'Adventure', 'Platformer']",Action,4.3,2,13.99,19.99,30,True,False,1733349600.0,True,Action,2024.0
Starpoint Gemini Warlords,Little Green Men Games,Little Green Men Games,"['Role-playing', 'Simulation', 'Sci-fi']",Role-playing,3.9,17,31.98,31.98,0,False,False,1460581200.0,True,Role-playing,2016.0
Gord - Ultimate Edition,Covenant.dev,Team17 Digital LTD.,"['Strategy', 'Adventure', 'Survival']",Strategy,4.3,1,5.0,49.99,90,True,False,1709762400.0,True,Strategy,2024.0
Detective Grimoire,SFB Games,SFB Games,"['Adventure', 'Point-and-click', 'Puzzle']",Adventure,4.2,16,1.19,5.69,79,True,False,1408309200.0,True,Adventure,2014.0
The Tale of Bistun,Black Cube Games,IMGN.PRO,"['Action', 'Adventure']",Action,3.0,1,5.59,14.99,63,True,False,1657659600.0,True,Action,2022.0
Kingdom Come: Deliverance - Royal DLC Package,Warhorse Studios,Deep Silver,"['Adventure', 'Role-playing', 'Historical']",Adventure,4.3,4,4.99,19.99,75,True,False,1519682400.0,True,Adventure,2018.0
Talisman: Digital Classic Edition - DLC Bundle,Nomad Games,Nomad Games,"['Role-playing', 'Card Game', 'Fantasy']",Role-playing,3.0,2,27.52,49.99,45,True,False,1389304800.0,True,Role-playing,2014.0
Hammer of the Gods,Holistic Design Inc. ,Holistic Design Inc.,"['Strategy', 'Turn-based', 'Fantasy']",Strategy,4.5,11,3.59,5.99,40,True,False,757375200.0,True,Strategy,1993.0
Save Room - Organization Puzzle,Fractal Projects,Fractal Projects,"['Strategy', 'Puzzle', 'Managerial']",Strategy,3.9,14,2.99,2.99,0,False,False,1651093200.0,True,Strategy,2022.0
